pfam	count
Protein of unknown function DUF...(PF01863)	2155
Tripartite tricarboxylate trans...(PF03401)	2155
4Fe-4S dicluster domain(PF13534)	2150
Bacteriophage head to tail conn...(PF12236)	2149
Domain of unknown function (DUF...(PF13660)	2148
TFIIB zinc-binding(PF08271)	2147
Protein of unknown function (DU...(PF12048)	2144
Phosphoribosyl-ATP pyrophosphoh...(PF01503)	2144
GidA associated domain 3(PF13932)	2131
Ribosomal protein L10(PF00466)	2128
MraZ protein(PF02381)	2119
ERAP1-like C-terminal domain(PF11838)	2117
Adenosine-5'-phosphosulfate red...(PF12139)	2110
Oligomerisation domain(PF02410)	2110
Iron dependent repressor, N-ter...(PF01325)	2108
Quinolinate phosphoribosyl tran...(PF02749)	2105
Class-II DAHP synthetase family...(PF01474)	2097
Cell division protein 48 (CDC48...(PF02359)	2096
e3 binding domain(PF02817)	2094
Pyruvoyl-dependent arginine dec...(PF01862)	2091
Amidohydrolase(PF13594)	2081
Holliday junction DNA helicase ...(PF05491)	2080
Ribosomal protein L22p/L17e(PF00237)	2077
NUDIX domain(PF14815)	2074
Udp N-acetylglucosamine O-acylt...(PF13720)	2073
POT family(PF00854)	2072
Oxidoreductase molybdopterin bi...(PF00174)	2071
Phage integrase, N-terminal SAM...(PF02899)	2066
Adenosine/AMP deaminase(PF00962)	2065
FliP family(PF00813)	2060
homogentisate 1,2-dioxygenase(PF04209)	2054
Protein of unknown function (DU...(PF06155)	2053
GTPase of unknown function C-te...(PF08438)	2040
Predicted membrane protein (DUF...(PF09997)	2036
Translation initiation factor I...(PF04760)	2032
Iron/manganese superoxide dismu...(PF02777)	2032
Transcription termination facto...(PF02357)	2031
Molybdopterin oxidoreductase Fe...(PF04879)	2027
FlhB HrpN YscU SpaS Family(PF01312)	2023
Monooxygenase subunit B protein...(PF04744)	2022
Protein of unknown function (DU...(PF07586)	2022
Ribosomal protein L17(PF01196)	2022
Fatty acid hydroxylase superfam...(PF04116)	2019
Translation initiation factor 1...(PF01176)	2014
Translation initiation factor I...(PF00707)	2006
OPT oligopeptide transporter pr...(PF03169)	2005
Protein of unknown function (DU...(PF06545)	1998
Prokaryotic homologs of the JAB...(PF14464)	1997
Winged helix-turn-helix DNA-bin...(PF13412)	1996
Ribosomal protein S19e(PF01090)	1995
FAD binding domain in molybdopt...(PF00941)	1988
Major capsid protein Gp23(PF07068)	1985
Carbon starvation protein CstA(PF02554)	1985
Ribosomal L25p family(PF01386)	1983
Putative zinc- or iron-chelatin...(PF03692)	1982
Na+/H+ antiporter family(PF03553)	1982
Permease(PF02405)	1981
Chorismate lyase(PF04345)	1980
Bacterial flagellin C-terminal ...(PF00700)	1979
Regulator of chromosome condens...(PF13540)	1976
M61 glycyl aminopeptidase(PF05299)	1974
Ribosomal protein L9, C-termina...(PF03948)	1974
ATP synthase subunit C(PF00137)	1974
Ribosomal protein L44(PF00935)	1971
Prokaryotic glutathione synthet...(PF02951)	1971
Acyltransferase family(PF01757)	1967
Protein of unknown function (DU...(PF06245)	1965
NAD(P)-binding Rossmann-like do...(PF13450)	1964
Caspase domain(PF00656)	1957
Protein of unknown function DUF...(PF01989)	1952
Winged helix-turn helix(PF13551)	1948
Bacterial regulatory proteins, ...(PF00196)	1948
D-galactarate dehydratase / Alt...(PF04295)	1947
Topoisomerase VI B subunit, tra...(PF09239)	1946
GAF domain(PF13492)	1945
Transposase IS66 family (PF03050)	1943
Uncharacterized protein family ...(PF02130)	1940
UDP-N-acetylenolpyruvoylglucosa...(PF02873)	1939
Permease for cytosine/purines, ...(PF02133)	1933
AAA domain(PF13207)	1931
DsrE/DsrF/DrsH-like family(PF13686)	1924
Protein of unknown function (DU...(PF04472)	1921
Virulence factor BrkB(PF03631)	1919
MazG nucleotide pyrophosphohydr...(PF03819)	1918
Phenylacetic acid catabolic pro...(PF05138)	1918
Rho termination factor, RNA-bin...(PF07497)	1917
Putative transcriptional regula...(PF04079)	1902
Proliferating cell nuclear anti...(PF02747)	1901
Thioredoxin(PF13743)	1899
ACT domain(PF13710)	1899
Penicillin amidase(PF01804)	1899
MaoC like domain(PF01575)	1898
Ring hydroxylating alpha subuni...(PF00848)	1897
Ribosomal protein L7Ae/L30e/S12...(PF01248)	1883
ATP-dependent Clp protease adap...(PF02617)	1879
Bacterial trigger factor protei...(PF05698)	1875
Mannosyl-glycoprotein endo-beta...(PF01832)	1873
CRS1 / YhbY (CRM) domain(PF01985)	1873
CoA-binding domain(PF13727)	1870
Ribosomal protein L31e(PF01198)	1868
S-adenosyl-L-homocysteine hydro...(PF00670)	1868
ATP synthase subunit D (PF01813)	1861
Phosphatidylethanolamine-bindin...(PF01161)	1859
Condensation domain(PF00668)	1859
Cobalamin synthesis G N-termina...(PF11760)	1859
Transcription factor Pcc1(PF09341)	1858
Iron/manganese superoxide dismu...(PF00081)	1855
Putative Fe-S cluster(PF04060)	1851
tRNA synthetase B5 domain(PF03484)	1849
GTP-binding GTPase N-terminal(PF13167)	1845
Valyl tRNA synthetase tRNA bind...(PF10458)	1844
Copper resistance protein D(PF05425)	1844
Cas6 Crispr(PF09559)	1840
Ribosomal protein S20(PF01649)	1840
Protein of unknown function (DU...(PF10926)	1833
eRF1 domain 3(PF03465)	1832
HNH endonuclease(PF01844)	1829
Patatin-like phospholipase(PF01734)	1828
UBA/TS-N domain(PF00627)	1828
Thiopurine S-methyltransferase ...(PF05724)	1824
TENA/THI-4/PQQC family(PF03070)	1821
NADH-ubiquinone oxidoreductase-...(PF10589)	1818
Peptidyl-tRNA hydrolase PTH2(PF01981)	1816
PrkA AAA domain(PF08298)	1815
Transcriptional regulator(PF02082)	1815
Fibrobacter succinogenes major ...(PF09603)	1809
Ribosomal Proteins L2, RNA bind...(PF00181)	1807
OB-fold nucleic acid binding do...(PF13742)	1800
FtsZ family, C-terminal domain(PF12327)	1800
Na+/H+ antiporter 1(PF06965)	1798
PAS domain(PF13426)	1794
Protein of unknown function (DU...(PF07603)	1794
Prefoldin subunit(PF01920)	1794
tRNA pseudouridine synthase D (...(PF01142)	1786
Aconitate B N-terminal domain(PF11791)	1781
Conserved hypothetical protein ...(PF03602)	1779
SmpB protein(PF01668)	1774
ADP-ribosylglycohydrolase(PF03747)	1773
4Fe-4S binding domain(PF12801)	1773
Ribosomal protein L9, N-termina...(PF01281)	1770
Eukaryotic and archaeal DNA pri...(PF01896)	1768
Bifunctional nuclease(PF02577)	1767
Transposase IS200 like(PF01797)	1755
Ribose/Galactose Isomerase(PF02502)	1752
Matrixin(PF00413)	1751
Preprotein translocase subunit(PF02699)	1749
Glyoxalase/Bleomycin resistance...(PF13669)	1741
BCCT family transporter(PF02028)	1733
Uncharacterized ACR, COG1399(PF02620)	1731
ISXO2-like transposase domain(PF12762)	1730
Haem utilisation ChuX/HutX(PF06228)	1729
Mandelate racemase / muconate l...(PF01188)	1727
Polyketide cyclase / dehydrase ...(PF03364)	1726
Pyridine nucleotide-disulphide ...(PF00070)	1724
CHC2 zinc finger(PF01807)	1723
Immunoglobulin I-set domain(PF07679)	1720
DALR domain(PF09190)	1719
Sigma-70 factor, region 1.1(PF03979)	1719
Predicted integral membrane pro...(PF09955)	1716
DNA polymerase III, delta subun...(PF06144)	1710
Sigma-70 factor, region 1.2(PF00140)	1710
ATP dependent DNA ligase domain...(PF01068)	1708
Integral membrane protein DUF95...(PF01944)	1706
PhnA protein(PF03831)	1705
ATP-grasp domain(PF13535)	1701
Thioredoxin-like(PF13899)	1695
Ribosomal protein S6e(PF01092)	1683
SecD/SecF GG Motif(PF07549)	1681
Amino acid permease(PF00324)	1679
Putative phage tail protein(PF13550)	1676
Pyridoxal-dependent decarboxyla...(PF00282)	1673
Sulphur transport(PF04143)	1666
Formamidopyrimidine-DNA glycosy...(PF01149)	1666
Zinc-binding dehydrogenase(PF13602)	1664
Electron transfer flavoprotein ...(PF00766)	1664
BRCA1 C Terminus (BRCT) domain(PF00533)	1664
Ribosomal protein S6(PF01250)	1663
Protein of unknown function (DU...(PF06865)	1659
YCII-related domain(PF03795)	1658
Putative cyclase(PF04199)	1656
Di-haem cytochrome c peroxidase...(PF03150)	1653
Pyruvate kinase, alpha/beta dom...(PF02887)	1653
BFD-like [2Fe-2S] binding domai...(PF04324)	1650
Protein of unknown function (DU...(PF04919)	1646
Proliferating cell nuclear anti...(PF00705)	1643
Ribosomal protein L23(PF00276)	1639
NADH-ubiquinone oxidoreductase-...(PF10588)	1632
Coenzyme PQQ synthesis protein ...(PF05402)	1631
UDP-glucose 4-epimerase C-term ...(PF13950)	1631
SBDS protein C-terminal domain(PF09377)	1631
von Willebrand factor type A do...(PF13768)	1630
MutS domain III(PF05192)	1629
Flavin containing amine oxidore...(PF01593)	1628
Cysteine-rich CPXCG(PF14255)	1626
KH-domain-like of EngA bacteria...(PF14714)	1624
Ribosomal protein L31(PF01197)	1617
eIF-6 family(PF01912)	1617
CcmE(PF03100)	1616
TSCPD domain(PF12637)	1616
GGDN family(PF05165)	1611
Spermine/spermidine synthase(PF01564)	1610
Mycolic acid cyclopropane synth...(PF02353)	1606
Cyclic nucleotide-binding domai...(PF00027)	1602
Protein of unknown function (DU...(PF12447)	1601
Ras family(PF00071)	1598
SbmA/BacA-like family(PF05992)	1598
Ribosomal protein S19(PF00203)	1597
Toluene tolerance, Ttg2 (PF05494)	1596
DEAD_2(PF06733)	1595
Pyridoxamine 5'-phosphate oxida...(PF12900)	1595
XPG N-terminal domain(PF00752)	1589
Sodium Bile acid symporter fami...(PF01758)	1587
Bacterial RNA polymerase, alpha...(PF03118)	1582
Domain of unknown function (DUF...(PF08489)	1582
UreD urease accessory protein(PF01774)	1580
Protein of unknwon function (DU...(PF11753)	1576
Ribosomal protein L11, N-termin...(PF03946)	1573
Urease, gamma subunit(PF00547)	1572
Ribosomal protein L21e(PF01157)	1571
PhoD-like phosphatase(PF09423)	1570
GINS complex protein(PF05916)	1570
Topoisomerase DNA binding C4 zi...(PF01396)	1570
Glutathione S-transferase, C-te...(PF00043)	1569
Carbohydrate phosphorylase(PF00343)	1569
LemA family(PF04011)	1569
HsdM N-terminal domain(PF12161)	1568
Acylphosphatase(PF00708)	1563
HupF/HypC family(PF01455)	1560
Processivity clamp loader gamma...(PF14840)	1559
KOW motif(PF00467)	1555
EF-hand domain pair(PF13499)	1550
Domain of unknown function DUF8...(PF01935)	1549
NAC domain(PF01849)	1548
GlcNAc-PI de-N-acetylase(PF02585)	1545
Chorismate mutase type II(PF01817)	1541
Domain of unknown function (DUF...(PF13948)	1538
Tetrahydrodipicolinate N-succin...(PF14805)	1537
PBP superfamily domain(PF12849)	1537
Protein of unknown function (DU...(PF07075)	1535
Polyribonucleotide nucleotidylt...(PF03726)	1534
Ribosomal L37ae protein family(PF01780)	1531
Haemolytic domain(PF01809)	1529
Stringent starvation protein B(PF04386)	1528
Ribosomal protein L35(PF01632)	1528
Spt4/RpoE2 zinc finger(PF06093)	1527
Basic membrane protein(PF02608)	1522
Translation initiation factor I...(PF05198)	1522
Bacterial dnaA protein helix-tu...(PF08299)	1517
Glycosyltransferase Family 4(PF13439)	1515
NADH dehydrogenase subunit 5 C-...(PF06455)	1513
Hsp33 protein(PF01430)	1513
Peptidase M10 serralysin C term...(PF08548)	1510
Leucine Rich repeat(PF13516)	1509
Methyladenine glycosylase(PF03352)	1503
Preprotein translocase SecG sub...(PF03840)	1498
MutL protein(PF13941)	1497
Cytochrome C oxidase subunit II...(PF02790)	1494
Sortase family(PF04203)	1493
Ribosomal protein L30p/L7e(PF00327)	1490
Oligopeptidase F(PF08439)	1490
Bacterial protein of unknown fu...(PF05960)	1488
HisG, C-terminal domain(PF08029)	1486
Ribosomal protein S16(PF00886)	1485
Urease beta subunit(PF00699)	1485
Fructosamine kinase(PF03881)	1483
Uncharacterised ACR, COG2135(PF02586)	1481
Dolichyl-phosphate-mannose-prot...(PF13231)	1474
Integral membrane protein DUF10...(PF01956)	1474
Small subunit of acetolactate s...(PF10369)	1471
Bacterial Peptidase A24 N-termi...(PF06750)	1470
Uncharacterised protein family ...(PF03695)	1469
Flagellar basal body rod FlgEFG...(PF06429)	1465
Peptidase C1-like family(PF03051)	1465
Putative aldolase(PF10120)	1459
Protein of unknown function (DU...(PF05661)	1457
UreF(PF01730)	1457
Prokaryotic dksA/traR C4-type z...(PF01258)	1454
Sigma 54 modulation protein / S...(PF02482)	1441
CDC6, C terminal (PF09079)	1437
Type I restriction enzyme R pro...(PF04313)	1433
Periplasmic binding protein dom...(PF13407)	1433
Domain of unknown function (DUF...(PF03629)	1432
Domain of unknown function (DUF...(PF11611)	1430
Phosphoribosylformylglycinamidi...(PF02700)	1429
Bacterial fructose-1,6-bisphosp...(PF03320)	1429
PDZ domain (Also known as DHR o...(PF00595)	1425
Protein of unknown function DUF...(PF01973)	1422
Protein of unknown function DUF...(PF01882)	1422
Ribosomal protein L34(PF00468)	1421
4Fe-4S binding domain(PF00037)	1419
Bacterial extracellular solute-...(PF01547)	1417
DNA polymerase III beta subunit...(PF02767)	1414
Ribosome-binding factor A(PF02033)	1414
Shwachman-Bodian-Diamond syndro...(PF01172)	1414
Sigma-70, region 4(PF08281)	1413
AAA domain(PF13671)	1411
Protein of unknown function (DU...(PF04356)	1395
Formamidopyrimidine-DNA glycosy...(PF06831)	1394
N2,N2-dimethylguanosine tRNA me...(PF02005)	1394
Replication factor C C-terminal...(PF08542)	1390
Peptidase MA superfamily(PF13485)	1389
Glycosyl transferase family 41(PF13844)	1389
Periplasmic binding protein dom...(PF13433)	1388
ATP synthase delta (OSCP) subun...(PF00213)	1387
Na+/Pi-cotransporter(PF02690)	1387
C-terminal domain of CHU protei...(PF13585)	1384
Formiminotransferase domain, N-...(PF07837)	1383
Domain of unknown function (DUF...(PF12769)	1381
Zn-finger in ubiquitin-hydrolas...(PF02148)	1381
ThiC-associated domain (PF13667)	1377
Calcium-binding EGF domain(PF07645)	1375
MutS domain I(PF01624)	1374
Cobalamin adenosyltransferase(PF01923)	1373
ERCC4 domain(PF02732)	1369
X-Pro dipeptidyl-peptidase C-te...(PF08530)	1368
ABC-2 family transporter protei...(PF12730)	1367
BON domain(PF04972)	1365
HopJ type III effector protein(PF08888)	1365
AAA-like domain(PF12846)	1361
Ion channel(PF07885)	1357
Ribosomal protein L7/L12 C-term...(PF00542)	1356
Uncharacterised protein family ...(PF02021)	1351
Antidote-toxin recognition MazE...(PF04014)	1349
Putative binding domain(PF13900)	1347
Glutathione-dependent formaldeh...(PF04828)	1346
Signal peptidase, peptidase S26...(PF10502)	1342
PLD-like domain(PF13091)	1342
Methyltransferase FkbM domain(PF05050)	1331
ScpA/B protein(PF02616)	1320
THUMP domain(PF02926)	1318
Peptidase family U32(PF01136)	1318
Ribosomal protein S28e(PF01200)	1316
Archaeal transcriptional regula...(PF11495)	1315
Protein of unknown function (DU...(PF08811)	1312
Pyruvate ferredoxin oxidoreduct...(PF12367)	1312
Phosphoenolpyruvate carboxylase...(PF00311)	1308
Protein of unknown function (DU...(PF07627)	1308
P22 coat protein - gene protein...(PF11651)	1306
Ribonuclease P(PF00825)	1304
LVIVD repeat(PF08309)	1301
RNA 2'-O ribose methyltransfera...(PF08032)	1298
Beta-propeller repeat(PF06739)	1298
Putative snoRNA binding domain(PF01798)	1297
HlyD family secretion protein(PF00529)	1297
Transposase domain (DUF772)(PF05598)	1296
Phage tail sheath protein(PF04984)	1295
Domain of unknown function (DUF...(PF13356)	1294
Sigma-54, DNA binding domain(PF04552)	1294
Protein of unknown function (DU...(PF04007)	1293
Protein of unknown function (DU...(PF11306)	1293
Sulfur oxidation protein SoxY(PF13501)	1293
tRNA intron endonuclease, catal...(PF01974)	1288
DNA alkylation repair enzyme(PF08713)	1285
EGF-like domain(PF00008)	1282
Bacterial Ig-like domain(PF13205)	1281
Ribosomal protein S18(PF01084)	1280
Glycosyl transferase 4-like dom...(PF13579)	1279
Kinesin motor domain(PF00225)	1277
Predicted membrane-bound metal-...(PF04307)	1270
MOFRL family(PF05161)	1270
Iron-sulfur cluster binding dom...(PF10418)	1269
MerR HTH family regulatory prot...(PF13411)	1268
Aminopeptidase P, N-terminal do...(PF05195)	1262
Trehalose utilisation(PF06283)	1261
Lipase maturation factor(PF06762)	1259
CbiX(PF01903)	1256
QueF-like protein(PF14489)	1256
Translin family(PF01997)	1255
ribosomal L5P family C-terminus...(PF00673)	1253
Bacterial trigger factor protei...(PF05697)	1252
Thymidine kinase(PF00265)	1250
HypF finger(PF07503)	1248
HAD-hyrolase-like(PF13242)	1248
OstA-like protein(PF03968)	1244
S-adenosylmethionine-dependent ...(PF10672)	1239
Ribosomal L28 family(PF00830)	1238
4Fe-4S single cluster domain(PF13459)	1236
Uncharacterised protein family ...(PF03649)	1235
MgtE intracellular N domain(PF03448)	1233
Ribosomal protein S8e(PF01201)	1232
Sulfotransferase domain(PF00685)	1228
CutA1 divalent ion tolerance pr...(PF03091)	1228
Ribosomal protein S17(PF00366)	1227
C-terminal domain of 1-Cys pero...(PF10417)	1222
Smr domain(PF01713)	1221
Glutamate-cysteine ligase famil...(PF04107)	1220
LOR/SDH bifunctional enzyme con...(PF04455)	1217
Amidinotransferase(PF02274)	1217
Flavin reductase like domain(PF01613)	1213
Ferrous iron transport protein ...(PF02421)	1210
Ammonia monooxygenase/methane m...(PF04896)	1209
MoeA C-terminal region (domain ...(PF03454)	1209
Sulphur oxidation protein SoxZ(PF08770)	1207
Double-stranded RNA binding mot...(PF00035)	1205
AIG2-like family(PF06094)	1202
N-terminal TM domain of oligope...(PF12911)	1199
Type IV leader peptidase family...(PF01478)	1197
Uncharacterized protein conserv...(PF09996)	1197
Sirohaem synthase dimerisation ...(PF10414)	1191
Arylsulfotransferase (ASST)(PF05935)	1191
CopC domain(PF04234)	1189
Porphyromonas-type peptidyl-arg...(PF04371)	1188
Chlorite dismutase(PF06778)	1186
Domain of unknown function (DUF...(PF13715)	1183
Bacterial Ig-like domain (group...(PF13754)	1182
Protein of unknown function (DU...(PF11127)	1178
CbbQ/NirQ/NorQ C-terminal (PF08406)	1177
Protein of unknown function (DU...(PF12007)	1176
Probable RNA and SrmB- binding ...(PF12627)	1176
ABC-2 family transporter protei...(PF12698)	1174
Initiator Replication protein(PF01051)	1171
YmdB-like protein(PF13277)	1171
Carboxylesterase family(PF00135)	1171
Sjogren's syndrome/scleroderma ...(PF06677)	1154
Uracil phosphoribosyltransferas...(PF14681)	1154
Organic solvent tolerance prote...(PF04453)	1153
Domain of unknown function (DUF...(PF11842)	1153
Protein of unknown function (DU...(PF04430)	1150
ANTAR domain(PF03861)	1147
Glycosyl hydrolases family 2, T...(PF02836)	1146
Domain of unknown function (DUF...(PF09940)	1137
Ribulose bisphosphate carboxyla...(PF02788)	1136
eRF1 domain 2(PF03464)	1134
Transglutaminase-like superfami...(PF01841)	1129
Zinc finger, C2H2 type(PF00096)	1129
Succinylglutamate desuccinylase...(PF04952)	1128
NlpC/P60 family(PF00877)	1124
AAA domain(PF13476)	1122
NB-ARC domain(PF00931)	1121
Glycosyl hydrolase family 76 (PF03663)	1115
FHA domain(PF00498)	1115
Flavin-binding monooxygenase-li...(PF00743)	1114
Hemerythrin HHE cation binding ...(PF01814)	1111
L-seryl-tRNA selenium transfera...(PF03841)	1110
Aspartate carbamoyltransferase ...(PF02748)	1109
Mitochondrial carrier protein(PF00153)	1108
Protein of unknown function (DU...(PF04241)	1105
Erythromycin esterase(PF05139)	1102
CHAT domain(PF12770)	1100
Polyphosphate kinase 2 (PPK2)(PF03976)	1098
RNA binding(PF01877)	1095
AAA domain(PF13604)	1094
ATP synthase, Delta/Epsilon cha...(PF00401)	1094
AAA domain(PF13086)	1091
Lactonase, 7-bladed beta-propel...(PF10282)	1086
RecR protein(PF02132)	1084
Fumarase C C-terminus(PF10415)	1083
Acetamidase/Formamidase family(PF03069)	1082
PRC-barrel domain(PF05239)	1080
SEC-C motif(PF02810)	1078
PPIC-type PPIASE domain(PF00639)	1077
Eukaryotic elongation factor 5A...(PF01287)	1075
Ribosomal S3Ae family(PF01015)	1075
RecX family(PF02631)	1075
Branched-chain amino acid ATP-b...(PF12399)	1074
Allantoicase repeat(PF03561)	1074
SAF domain(PF08666)	1074
SmpA / OmlA family(PF04355)	1072
Inosine-uridine preferring nucl...(PF01156)	1071
Protein of unknown function (DU...(PF07596)	1071
RNA polymerase Rpb4(PF03874)	1069
Rieske-like [2Fe-2S] domain(PF13806)	1068
Acetyltransferase (GNAT) domain...(PF13302)	1063
Iron-binding zinc finger CDGSH ...(PF09360)	1062
Microvirus lysis protein (E), C...(PF04517)	1062
Alpha-L-fucosidase(PF01120)	1061
HD domain(PF13023)	1061
Domain of unknown function (DUF...(PF13491)	1060
Sensory domain of two-component...(PF14827)	1060
DsrH like protein(PF04077)	1060
DNA ligase N terminus(PF04675)	1060
VRR-NUC domain(PF08774)	1059
Bacterial NAD-glutamate dehydro...(PF05088)	1058
Ferredoxin-fold anticodon bindi...(PF03147)	1055
Protein of unknown function (DU...(PF12228)	1054
Lamin Tail Domain(PF00932)	1054
RuvA N terminal domain(PF01330)	1054
Putative esterase(PF00756)	1053
Prefoldin subunit(PF02996)	1052
Glutathione S-transferase, C-te...(PF13410)	1052
Helix-turn-helix domain(PF12833)	1048
Bacterial Cytochrome Ubiquinol ...(PF01654)	1046
Thermophilic metalloprotease (M...(PF02073)	1045
Double-stranded DNA-binding dom...(PF01984)	1044
DNA polymerase III beta subunit...(PF02768)	1041
Polyphosphate kinase C-terminal...(PF13090)	1041
Iron permease FTR1 family(PF03239)	1038
Sulfotransferase family(PF13469)	1036
Haemolysin-III related(PF03006)	1035
Magnesium chelatase, subunit Ch...(PF13335)	1034
Endonuclease I(PF04231)	1033
Zinc finger found in FPG and Il...(PF06827)	1030
DNA polymerase II large subunit...(PF03833)	1025
Flagellar P-ring protein(PF02119)	1018
Cell division protein 48 (CDC48...(PF02933)	1016
Domain of unknown function (DUF...(PF04034)	1013
Cyclophilin-like(PF04126)	1012
Protein of unknown function (DU...(PF04019)	1008
tRNA ribose 2'-O-methyltransfer...(PF01994)	1007
Adenylosuccinate lyase C-termin...(PF10397)	999
MCM N-terminal domain(PF14551)	998
Bacterial SH3 domain(PF08239)	997
Phospholipid methyltransferase ...(PF04191)	996
C-terminal topoisomerase domain...(PF14370)	992
Type I 3-dehydroquinase(PF01487)	991
Peptidase C26(PF07722)	991
Uncharacterized protein family,...(PF03350)	989
IMS family HHH motif(PF11798)	988
ATP synthase (E/31 kDa) subunit...(PF01991)	987
Transposase(PF01548)	986
Plasmid recombination enzyme(PF01076)	984
GtrA-like protein(PF04138)	983
RNA polymerases N / 8 kDa subun...(PF01194)	982
RimM N-terminal domain(PF01782)	981
Prenyltransferase-like(PF13249)	974
M42 glutamyl aminopeptidase(PF05343)	971
Prokaryotic diacylglycerol kina...(PF01219)	964
Toprim-like(PF13155)	964
4Fe-4S double cluster binding d...(PF13484)	964
Protein of unknown function (DU...(PF11174)	964
8-oxoguanine DNA glycosylase, N...(PF07934)	963
Dioxygenase(PF00775)	962
PhnA Zinc-Ribbon (PF08274)	959
Aldehyde ferredoxin oxidoreduct...(PF01314)	957
Bacterial export proteins, fami...(PF01311)	954
Putative metal-binding domain o...(PF12156)	949
Prolyl-tRNA synthetase, C-termi...(PF09180)	949
FdhD/NarQ family(PF02634)	946
Domain of unknown function (DUF...(PF09347)	945
Universal stress protein family...(PF00582)	943
DKCLD (NUC011) domain(PF08068)	942
Hemimethylated DNA-binding prot...(PF08755)	939
RNA polymerase beta subunit ext...(PF10385)	938
Transmembrane secretion effecto...(PF05977)	938
Ribosomal protein L5(PF00281)	937
UvrD-like helicase C-terminal d...(PF13538)	935
AsmA-like C-terminal region(PF13502)	935
RNA polymerase Rpb2, domain 4(PF04566)	935
Uncharacterised protein family ...(PF03685)	934
Ribosomal protein L37e(PF01907)	932
Transposase(PF01610)	932
Archaea-specific editing domain...(PF08915)	931
Protein tyrosine kinase(PF07714)	931
Putative transposase of IS4/5 f...(PF13340)	929
Bacteriophage T4-like capsid as...(PF07230)	929
Ornithine cyclodeaminase/mu-cry...(PF02423)	929
DEAD/H associated(PF08494)	928
Bacterial regulatory proteins, ...(PF00392)	928
Transcription factor S-II (TFII...(PF01096)	924
Protein of unknown function (DU...(PF04359)	922
Dipeptidyl peptidase IV (DPP IV...(PF00930)	921
Phosphatidylglycerophosphatase ...(PF04608)	921
Ribosomal protein L33(PF00471)	921
Uncharacterised ACR, YkgG famil...(PF02589)	919
Acetyltransferase (GNAT) domain...(PF13673)	917
CotH protein(PF08757)	917
NYN domain(PF01936)	915
Scavenger mRNA decapping enzyme...(PF11969)	912
zinc-ribbon domain(PF13240)	910
DinB superfamily(PF12867)	907
Endonuclease-reverse transcript...(PF14529)	907
2OG-Fe(II) oxygenase superfamil...(PF03171)	907
Histidine kinase(PF07730)	904
Cytochrome C biogenesis protein...(PF03918)	904
Putative transposase(PF04986)	900
Archaeal protein of unknown fun...(PF04895)	898
Exonuclease VII small subunit(PF02609)	898
Nucleoside H+ symporter(PF03825)	897
Glu-tRNAGln amidotransferase C ...(PF02686)	897
Glycosyl hydrolase family 92(PF07971)	897
Protein of unknown function (DU...(PF04461)	894
FtsH Extracellular(PF06480)	893
Transposase IS116/IS110/IS902 f...(PF02371)	890
DNA polymerase III beta subunit...(PF00712)	888
DMSO reductase anchor subunit (...(PF04976)	884
Formiminotransferase domain(PF02971)	881
Na+ dependent nucleoside transp...(PF07662)	880
Domain of unknown function (DUF...(PF14574)	880
YGGT family(PF02325)	878
NikR C terminal nickel binding ...(PF08753)	878
Bacterial regulatory proteins, ...(PF00440)	878
Glycosyl hydrolase family 20, c...(PF00728)	876
von Willebrand factor type A do...(PF00092)	875
Ribonuclease B OB domain(PF08206)	871
NLI interacting factor-like pho...(PF03031)	869
RHS Repeat(PF05593)	867
Acetokinase family(PF00871)	865
RDD family(PF06271)	862
Macro domain(PF01661)	862
XdhC Rossmann domain(PF13478)	861
CheW-like domain(PF01584)	859
Putative transmembrane protein ...(PF09656)	858
RuvA, C-terminal domain(PF07499)	855
Prophage CP4-57 regulatory prot...(PF05930)	855
Protein of unknown function (DU...(PF05656)	854
Glycosyl transferases group 1(PF13692)	852
Rubredoxin(PF00301)	848
Glutathione peroxidase(PF00255)	847
Aldose 1-epimerase(PF01263)	845
Cellulase (glycosyl hydrolase f...(PF00150)	842
Fibrinogen beta and gamma chain...(PF00147)	838
Aminopeptidase I zinc metallopr...(PF02127)	836
DisA bacterial checkpoint contr...(PF02457)	836
Surface presentation of antigen...(PF01052)	834
Ribosomal protein S21(PF01165)	834
C-methyltransferase C-terminal ...(PF08484)	831
Proline racemase(PF05544)	830
Ribosomal protein S27a(PF01599)	830
Pregnancy-associated plasma pro...(PF05572)	829
Outer membrane lipoprotein carr...(PF03548)	829
Demethylmenaquinone methyltrans...(PF03737)	828
Elongation factor Tu domain 4(PF14578)	826
YjgF/chorismate_mutase-like, pu...(PF14588)	826
Terminase small subunit (PF03592)	823
IG-like fold at C-terminal of F...(PF11614)	823
ATP dependent DNA ligase C term...(PF04679)	823
Protein of unknown function (DU...(PF07631)	822
Ribosomal protein S14p/S29e(PF00253)	821
4-alpha-glucanotransferase(PF02446)	821
Uncharacterized ACR, COG1678(PF02622)	821
Motility related/secretion prot...(PF14349)	814
Glycosyl hydrolases family 16(PF00722)	814
Protein of unknown function (DU...(PF07287)	811
Ubiquinone biosynthesis protein...(PF03232)	811
Protein phosphatase 2C(PF00481)	810
Uncharacterised protein family ...(PF01980)	808
AAA domain(PF13479)	808
Small Multidrug Resistance prot...(PF00893)	807
Glutamate-ammonia ligase adenyl...(PF03710)	806
Bacteriophage Lambda NinG prote...(PF05766)	806
Formiminotransferase-cyclodeami...(PF04961)	805
