#frequency	superkingdom	phylum	class	order	family	genus
0.036704479670891375	undef	undef	undef	undef	undef	undef		
0.0014410819199645272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		
0.0011947431302270011	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.0002832896081981549	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.00040645900306691794	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.0002586557292244023	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
8.621857640813411e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.00017243715281626821	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
2.46338789737526e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	SAR92 clade		
2.46338789737526e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0012932786461220115	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
2.46338789737526e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417 marine group		
4.92677579475052e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	Unknown		
0.0009484043404894752	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	OM60(NOR5) clade		
0.00023402185025064973	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
0.00023402185025064973	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
0.00043109288204067054	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.0003325573661456601	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
6.15846974343815e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZD0405	Unknown		
0.00011085245538188671	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
8.621857640813411e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.00045572676101442313	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.00017243715281626821	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
0.0006897486112650729	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
1.23169394868763e-05	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Unknown		
1.23169394868763e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.0005173114584488046	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.00013548633435563932	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	SAR92 clade		
3.6950818460628905e-05	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
1.23169394868763e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.0005419453374225573	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
2.46338789737526e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.0001847540923031445	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
0.00040645900306691794	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.00013548633435563932	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella		
0.00027097266871127865	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
0.00040645900306691794	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.002007661136360837	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.0009484043404894752	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75 clade		
0.00179827316508394	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
6.15846974343815e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
3.6950818460628905e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus		
3.6950818460628905e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Unknown		
0.000985355158950104	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Chesapeake-Delaware Bay	Unknown		
8.621857640813411e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus		
2.46338789737526e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.0002832896081981549	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
2.46338789737526e-05	Bacteria	Chloroflexi	SAR202 clade	Unknown	Unknown	Unknown		
6.15846974343815e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
1.23169394868763e-05	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	Unknown	Unknown		
0.0022786338050721157	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.0005173114584488046	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella		
0.0007143824902388255	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.00043109288204067054	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter		
0.00016012021332939192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.00302996711377157	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
7.390163692125781e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS2b marine group		
0.0004187759425537942	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.000369508184606289	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Unknown		
8.621857640813411e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
0.0003079234871719075	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.000775967187673207	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
4.92677579475052e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
0.00044340982152754686	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.00022170491076377343	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus		
4.92677579475052e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus		
0.00013548633435563932	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
0.00038182512409316535	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
9.85355158950104e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.000369508184606289	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
2.46338789737526e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.0004187759425537942	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
1.23169394868763e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
1.23169394868763e-05	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum		
0.0004187759425537942	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.00013548633435563932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0025988742317308994	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0002832896081981549	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.0030176501742846936	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.000615846974343815	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum		
0.00011085245538188671	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
7.390163692125781e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZD0405	Unknown		
0.0005542622769094336	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.0009730382194632278	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	Unknown	Unknown		
0.00034487430563253643	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.0018721748020051978	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Unknown		
0.00017243715281626821	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
2.46338789737526e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.00034487430563253643	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
3.6950818460628905e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.000492677579475052	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter		
0.00027097266871127865	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Cyanobacteria	Chloroplast	Unknown	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0001847540923031445	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0005173114584488046	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		
0.00017243715281626821	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.000123169394868763	Bacteria	Proteobacteria	Elev-16S-509	Unknown	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
0.001022305977410733	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0005665792163963098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75 clade		
7.390163692125781e-05	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Verrucomicrobia	Arctic97B-4 marine group	Unknown	Unknown	Unknown		
0.002167781349690229	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.00016012021332939192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group		
0.0003079234871719075	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Unknown		
4.92677579475052e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.0003079234871719075	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0007636502481863307	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0003079234871719075	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.000985355158950104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus		
3.6950818460628905e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.0005665792163963098	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
1.23169394868763e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.0003325573661456601	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0006404808533175677	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	Unknown	Unknown		
0.0011947431302270011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75 clade		
0.000123169394868763	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
3.6950818460628905e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
4.92677579475052e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group		
2.46338789737526e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.00022170491076377343	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Formosa		
0.0006651147322913202	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.000492677579475052	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.0005912130953700625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella		
0.001391814162017022	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	OM60(NOR5) clade		
0.0003079234871719075	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.0004803606399881757	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola		
0.000246338789737526	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0008868196430550937	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
6.15846974343815e-05	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum		
0.00022170491076377343	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix		
8.621857640813411e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
3.6950818460628905e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
3.6950818460628905e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0012070600697138775	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Unknown	Unknown		
0.00029560654768503124	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	Unknown	Unknown		
0.00011085245538188671	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.00044340982152754686	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
3.6950818460628905e-05	Bacteria	Cyanobacteria	Chloroplast	Unknown	Unknown	Unknown		
0.0003325573661456601	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.00035719124511941275	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.00011085245538188671	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0013425464040695168	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	Unknown		
0.00014780327384251562	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
8.621857640813411e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
3.6950818460628905e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
7.390163692125781e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0012809617066351353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.00043109288204067054	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira		
0.0003079234871719075	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.00029560654768503124	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.0005049945189619284	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga		
0.0002093879712768971	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
3.6950818460628905e-05	Bacteria	Cyanobacteria	Chloroplast	Unknown	Unknown	Unknown		
9.85355158950104e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
3.6950818460628905e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.001761322346623311	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group		
0.0013302294645826404	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	BAL58 marine group		
0.000123169394868763	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
0.00011085245538188671	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.0014164480409907746	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75 clade		
4.92677579475052e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0007266994297257018	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter		
8.621857640813411e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.00029560654768503124	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
1.23169394868763e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.00016012021332939192	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.0002093879712768971	Bacteria	Cyanobacteria	Chloroplast	Unknown	Unknown	Unknown		
0.00038182512409316535	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter		
1.23169394868763e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group III	Unknown		
0.00038182512409316535	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
0.000123169394868763	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
7.390163692125781e-05	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	Unknown		
0.00016012021332939192	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum		
0.0010962076143319907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03	Unknown		
0.00016012021332939192	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
0.00040645900306691794	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter		
6.15846974343815e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
0.000246338789737526	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
1.23169394868763e-05	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
0.00032024042665878383	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	Unknown		
0.0007513333086994543	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
1.23169394868763e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola		
2.46338789737526e-05	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	Unknown		
0.00014780327384251562	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	Unknown	Unknown		
1.23169394868763e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
9.85355158950104e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0006035300348569387	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
8.621857640813411e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	NS7 marine group		
1.23169394868763e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Unknown		
2.46338789737526e-05	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	Unknown		
8.621857640813411e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Unknown		
2.46338789737526e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured		
0.00023402185025064973	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.00043109288204067054	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
1.23169394868763e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
3.6950818460628905e-05	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	Unknown		
0.0001847540923031445	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.0003941420635800416	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	Unknown	Unknown		
0.0026358250501915285	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
0.0006651147322913202	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.000246338789737526	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas		
1.23169394868763e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	JL-ETNP-Y6	Unknown		
0.00014780327384251562	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces		
0.0002093879712768971	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus		
0.00034487430563253643	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group		
7.390163692125781e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
7.390163692125781e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas		
0.000775967187673207	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
3.6950818460628905e-05	Bacteria	Cyanobacteria	Chloroplast	Unknown	Unknown	Unknown		
0.00013548633435563932	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
0.0007513333086994543	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Unknown		
0.00013548633435563932	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		
0.0003941420635800416	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Unknown		
3.6950818460628905e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Unknown	Unknown		
6.15846974343815e-05	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	Unknown		
0.0005542622769094336	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Unknown		
0.0020938797127689713	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	Unknown		
0.0006774316717781966	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
0.000123169394868763	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	Unknown		
